2025-11-10 08:16:02,938 - __main__ - INFO - ================================================================================
2025-11-10 08:16:02,938 - __main__ - INFO - IHM SERVIDOR FINAL - NEOCOUDE-HD-15
2025-11-10 08:16:02,938 - __main__ - INFO - ================================================================================
2025-11-10 08:16:02,938 - __main__ - INFO - Porta serial: /dev/ttyUSB0
2025-11-10 08:16:02,938 - __main__ - INFO - WebSocket: localhost:8086
2025-11-10 08:16:02,938 - __main__ - INFO - Modo: LIVE (CLP real)
2025-11-10 08:16:02,938 - __main__ - INFO - ================================================================================
2025-11-10 08:16:02,938 - modbus_client - INFO - Modbus client initialized in LIVE MODE: /dev/ttyUSB0 @ 57600
2025-11-10 08:16:02,939 - modbus_client - INFO - Connected to PLC on /dev/ttyUSB0
2025-11-10 08:16:02,950 - modbus_client - ERROR - Error reading register 6536: ExceptionResponse(dev_id=1, function_code=131, exception_code=2)
2025-11-10 08:16:02,951 - __main__ - INFO - ✓ Conectado ao CLP via Modbus RTU
2025-11-10 08:16:02,951 - __main__ - INFO - Iniciando servidor WebSocket na porta 8086...
2025-11-10 08:16:02,970 - websockets.server - INFO - server listening on 127.0.0.1:8086
2025-11-10 08:16:02,970 - __main__ - INFO - ✓ Servidor WebSocket rodando em ws://localhost:8086
2025-11-10 08:16:02,970 - __main__ - INFO - Iniciando polling do CLP...
2025-11-10 08:16:03,706 - websockets.server - INFO - connection open
2025-11-10 08:16:03,706 - __main__ - INFO - Cliente conectado. Total de clientes: 1
2025-11-10 08:16:03,926 - websockets.server - INFO - connection open
2025-11-10 08:16:03,926 - __main__ - INFO - Cliente conectado. Total de clientes: 2
2025-11-10 08:16:04,294 - websockets.server - INFO - connection open
2025-11-10 08:16:04,295 - __main__ - INFO - Cliente conectado. Total de clientes: 3
2025-11-10 08:16:06,131 - websockets.server - INFO - connection open
2025-11-10 08:16:06,131 - __main__ - INFO - Cliente conectado. Total de clientes: 4
2025-11-10 08:49:22,485 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:49:26,488 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:49:30,491 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:49:34,745 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:49:38,747 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:49:42,749 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:49:46,752 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:49:50,755 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:49:54,757 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:49:59,012 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:50:03,015 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:50:07,019 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:50:11,021 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:50:15,023 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:50:19,027 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:50:23,281 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:50:27,284 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:50:31,287 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:50:35,290 - modbus_client - ERROR - Modbus error reading register 2120: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:50:39,293 - modbus_client - ERROR - Modbus error reading register 2130: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:50:43,295 - modbus_client - ERROR - Modbus error reading coil 767: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:50:47,549 - modbus_client - ERROR - Modbus error reading register 1238: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:50:51,551 - modbus_client - ERROR - Modbus error reading register 1239: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
2025-11-10 08:50:55,554 - modbus_client - ERROR - Modbus error reading register 2114: Modbus Error: [Input/Output] ERROR: No response received of the last requests (default: retries+3), CLOSING CONNECTION.
